Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
KORG,VOLCA KICK,GENERAL,AMP DECAY,,43,,0,127,,,,,0-BASED,,
KORG,VOLCA KICK,GENERAL,DRIVE,,44,,0,127,,,,,0-BASED,,
KORG,VOLCA KICK,GENERAL,TONE,,45,,0,127,,,,,0-BASED,,
KORG,VOLCA KICK,GENERAL,RESONATOR PITCH,,46,,0,127,,,,,0-BASED,,
KORG,VOLCA KICK,GENERAL,RESONATOR BEND,,47,,0,127,,,,,0-BASED,,
KORG,VOLCA KICK,GENERAL,RESONATOR TIME,,48,,0,127,,,,,0-BASED,,
KORG,VOLCA KICK,GENERAL,ACCENT,,49,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
KORG,VOLCA NUBASS,VACUUM TUBE OSCILLATOR,VTO PITCH,,40,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,VACUUM TUBE OSCILLATOR,VTO SATURATION,,41,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,VACUUM TUBE OSCILLATOR,VTO LEVEL,,42,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,FILTER,VCF CUTOFF,,43,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,FILTER,VCF PEAK,,44,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,FILTER,VCF ATTACK,,45,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,FILTER,VCF DECAY,,46,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,FILTER,VCF EG INTENSITY,,47,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,OTHER,ACCENT,,48,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,LFO,LFO RATE,,49,,0,127,,,,,0-BASED,,
KORG,VOLCA NUBASS,LFO,LFO INTENSITY,,50,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
KORG,VOLCA SAMPLE,SAMPLE,LEVEL,,7,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,SAMPLE,PAN,,10,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,SAMPLE,SAMPLE START POINT,,40,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,SAMPLE,SAMPLE LENGTH,,41,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,SAMPLE,HI CUTOFF,,42,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,SAMPLE,SPEED,,43,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,ENVELOPES,PITCH EG INTENSITY,,44,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,ENVELOPES,PITCH EG ATTACK,,45,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,ENVELOPES,PITCH EG DECAY,,46,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,ENVELOPES,AMP EG ATTACK,,47,,0,127,,,,,0-BASED,,
KORG,VOLCA SAMPLE,ENVELOPES,AMP EG DECAY,,48,,0,127,,,,,0-BASED,,
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
KORG,WAVESTATE,GENERAL,MODULATION,,1,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,GENERAL,VOLUME,,7,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,GENERAL,PAN,,10,,0,127,,,,,CENTERED,,
KORG,WAVESTATE,GENERAL,EXPRESSION,,11,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,VECTOR,VECTOR JOYSTICK X,,16,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,VECTOR,VECTOR JOYSTICK Y,,17,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,PEDALS,DAMPER,,64,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,PEDALS,SOSTENUTO,,66,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,PEDALS,SOFT,,67,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,GENERAL,ALL SOUNDS OFF,,120,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,GENERAL,RESET ALL CONTROLLERS,,121,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 2,,2,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 3,,3,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 4,,4,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 5,,5,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 6,,6,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 8,,8,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 9,,9,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 12,,12,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 13,,13,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 14,,14,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 15,,15,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 16,,16,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 17,,17,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 18,,18,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 19,,19,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 20,,20,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 21,,21,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 22,,22,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 23,,23,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 24,,24,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 25,,25,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 26,,26,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 27,,27,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 28,,28,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 29,,29,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 30,,30,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 31,,31,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 32,,32,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 33,,33,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 34,,34,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 35,,35,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 36,,36,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 37,,37,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 38,,38,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 39,,39,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 40,,40,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 41,,41,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 42,,42,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 43,,43,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 44,,44,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 45,,45,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 46,,46,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 47,,47,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 48,,48,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 49,,49,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 50,,50,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 51,,51,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 52,,52,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 53,,53,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 54,,54,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 55,,55,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 56,,56,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 57,,57,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 58,,58,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 59,,59,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 60,,60,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 61,,61,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 62,,62,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 63,,63,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 65,,65,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 67,,67,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 68,,68,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 69,,69,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 70,,70,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 71,,71,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 72,,72,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 73,,73,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 74,,74,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 75,,75,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 76,,76,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 77,,77,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 78,,78,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 79,,79,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 80,,80,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 81,,81,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 82,,82,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 83,,83,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 84,,84,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 85,,85,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 86,,86,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 87,,87,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 88,,88,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 89,,89,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 90,,90,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 91,,91,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 92,,92,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 93,,93,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 94,,94,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 95,,95,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 102,,102,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 103,,103,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 104,,104,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 105,,105,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 106,,106,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 107,,107,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 108,,108,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 109,,109,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 110,,110,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 111,,111,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 112,,112,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 113,,113,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 114,,114,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 115,,115,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 116,,116,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 117,,117,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 118,,118,,0,127,,,,,0-BASED,,
KORG,WAVESTATE,ASSIGNABLE,ASSIGNABLE CC 119,,119,,0,127,,,,,0-BASED,,
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MAKE NOISE,0-COAST,ARPEGGIATOR,ARPEGGIATOR SWITCH,TURNS THE ARPEGGIATOR ON OR OFF,117,,0,127,,,,,0-BASED,,0: OFF; 1-127: ON
MAKE NOISE,0-COAST,ARPEGGIATOR,ARPEGGIATOR TYPE,SETS THE ARPEGGIATOR TYPE,119,,0,127,,,,,0-BASED,,0: TRADITIONAL; 1-127: LATCH & SHIFT
MAKE NOISE,0-COAST,GENERAL,LEGATO SWITCH,TURNS LEGATO ON OR OFF,118,,0,127,,,,,0-BASED,,0: OFF; 1-127: ON
MAKE NOISE,0-COAST,MIDI AND CV CONTROL,MIDI A CHANNEL,SETS THE MIDI A CHANNEL,102,,0,127,,,,,0-BASED,,0~15: SETS THE CHANNEL TO 1-16; 16-127: SETS MIDI CHANNEL A TO ALL
MAKE NOISE,0-COAST,MIDI AND CV CONTROL,MIDI B CHANNEL,SETS THE MIDI B CHANNEL,103,,0,127,,,,,0-BASED,,0~15: SETS THE CHANNEL TO 1-16; 16-127: SETS MIDI CHANNEL B TO ALL
MAKE NOISE,0-COAST,MIDI AND CV CONTROL,MIDI CHANNEL A CV,SETS WHAT COMES OUT OF MIDI CHANNEL A'S CV OUTPUT,104,,0,127,,,,,0-BASED,,0: NOTE; 1: VELOCITY; 2: MODULATION; 3-127: LFO (RATE SET BY CLOCK OUT)
MAKE NOISE,0-COAST,MIDI AND CV CONTROL,MIDI CHANNEL B CV,SETS WHAT COMES OUT OF MIDI CHANNEL B'S CV OUTPUT,105,,0,127,,,,,0-BASED,,0: NOTE; 1: VELOCITY; 2: MODULATION; 3-127: LFO (RATE SET-<TAP> PGM_A)
MAKE NOISE,0-COAST,MIDI AND CV CONTROL,MIDI CHANNEL A GATE,SETS WHAT COMES OUT OF MIDI CHANNEL A'S GATE OUTPUT,106,,0,127,,,,,0-BASED,,0: NOTE ON; 1: VELOCITY > 50%; 2: MOD WHEEL > 50%; 3-127: LFO
MAKE NOISE,0-COAST,MIDI AND CV CONTROL,MIDI CHANNEL B GATE,SETS WHAT COMES OUT OF MIDI CHANNEL B'S GATE OUTPUT,107,,0,127,,,,,0-BASED,,0: NOTE ON; 1: VELOCITY > 50%; 2: MOD WHEEL > 50%; 3-127: LFO
MAKE NOISE,0-COAST,GENERAL,PITCH BEND SCALE A,"SETS THE AMOUNT OF BEND ON MIDI CHANNEL A, IN SEMITONES",108,,0,127,,,,,0-BASED,,
MAKE NOISE,0-COAST,GENERAL,PITCH BEND SCALE B,"SETS THE AMOUNT OF BEND ON MIDI CHANNEL B, IN SEMITONES",109,,0,127,,,,,0-BASED,,
MAKE NOISE,0-COAST,GENERAL,AFTERTOUCH SCALE A,"SETS THE AMOUNT OF AFTERTOUCH ON MIDI CHANNEL A, IN SEMITONES",110,,0,127,,,,,0-BASED,,
MAKE NOISE,0-COAST,GENERAL,AFTERTOUCH SCALE B,"SETS THE AMOUNT OF AFTERTOUCH ON MIDI CHANNEL B, IN SEMITONES",111,,0,127,,,,,0-BASED,,
MAKE NOISE,0-COAST,GENERAL,VELOCITY SCALE A,SETS THE MINIMUM VELOCITY VALUE FOR MIDI CHANNEL A,112,,0,127,,,,,0-BASED,,
MAKE NOISE,0-COAST,GENERAL,VELOCITY SCALE B,SETS THE MINIMUM VELOCITY VALUE FOR MIDI CHANNEL B,113,,0,127,,,,,0-BASED,,
MAKE NOISE,0-COAST,MIDI AND CV CONTROL,MIDI BLOCK SWITCH,TURNS THE MIDI CLOCK ON OR OFF,114,,0,127,,,,,0-BASED,,0: OFF; 1: ON
MAKE NOISE,0-COAST,GENERAL,TEMPO IN DIVISOR,DIVIDES THE TEMPO IN AS REFLECTED IN CLOCK OUT,116,,0,127,,,,,0-BASED,,0 TO 1: 1/1; 2~127: SET DIVISOR
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MEEBLIP,GEODE,OSCILLATORS,WAVEFORM A,,48,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,OSCILLATORS,WAVEFORM B,,49,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,OSCILLATORS,DETUNE,,50,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,FILTER,CUTOFF,,51,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,OSCILLATORS,MIX,,52,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,LFO,RATE,,53,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,LFO,DEPTH,,54,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,ENVELOPE,AMPLITUDE ATTACK,,55,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,ENVELOPE,AMPLITUDE DECAY,,56,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,ENVELOPE,PORTAMENTO,,57,,0,127,,,,,0-BASED,,
MEEBLIP,GEODE,ENVELOPE,FILTER ENVELOPE MODULATION AMOUNT,,58,,0,127,,,,,0-BASED,NOT ON PANEL,
MEEBLIP,GEODE,ENVELOPE,PULSE WIDTH,,59,,0,127,,,,,0-BASED,NOT ON PANEL - AUDIBLE ONLY WHEN YOU HAVE THE PULSE WAVE SELECTED,
MEEBLIP,GEODE,ENVELOPE,SUSTAIN,,64,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MEEBLIP,GEODE,OSCILLATORS,OSCILLATOR B OCTAVE SHIFT,,65,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MEEBLIP,GEODE,LFO,DESTINATION,,66,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MEEBLIP,GEODE,LFO,RANDOMIZE,,67,,0,127,,,,,0-BASED,NOT ON PANEL,0-63: OFF; 64-127: ON
MEEBLIP,GEODE,LFO,RETRIGGER,,68,,0,127,,,,,0-BASED,NOT ON PANEL,0-63: OFF; 64-127: ON
MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MEEBLIP,TRIODE,MIDI MOD WHEEL,LFO DEPTH,,1,,0,127,,,,,0-BASED,MAPPED TO LFO DEPTH,
MEEBLIP,TRIODE,LFO,RATE,,48,,0,127,,,,,0-BASED,,
MEEBLIP,TRIODE,LFO,DEPTH,,49,,0,127,,,,,0-BASED,,
MEEBLIP,TRIODE,OSCILLATORS,DETUNE,,50,,0,127,,,,,0-BASED,,
MEEBLIP,TRIODE,OSCILLATORS,GLIDE,,51,,0,127,,,,,0-BASED,,
MEEBLIP,TRIODE,FILTER,RESONANCE,,52,,0,127,,,,,0-BASED,,
MEEBLIP,TRIODE,FILTER,CUTOFF,,53,,0,127,,,,,0-BASED,,
MEEBLIP,TRIODE,ENVELOPES,FILTER DECAY,,54,,0,127,,,,,0-BASED,,
MEEBLIP,TRIODE,ENVELOPES,AMPLITUDE DECAY,,55,,0,127,,,,,0-BASED,,
MEEBLIP,TRIODE,FILTER,ACCENT,,56,,0,127,,,,,0-BASED,ONLY ACCESSIBLE VIA MIDI,
MEEBLIP,TRIODE,FILTER,ENVELOPE MODULATION,,57,,0,127,,,,,0-BASED,ONLY ACCESSIBLE VIA MIDI,
MEEBLIP,TRIODE,OSCILLATORS,PULSE WIDTH,,58,,0,127,,,,,0-BASED,ONLY ACCESSIBLE VIA MIDI,
MEEBLIP,TRIODE,FILTER,ATTACK,,59,,0,127,,,,,0-BASED,ONLY ACCESSIBLE VIA MIDI,
MEEBLIP,TRIODE,ENVELOPES,AMPLITUDE ATTACK,,60,,0,127,,,,,0-BASED,ONLY ACCESSIBLE VIA MIDI,
MEEBLIP,TRIODE,ENVELOPES,SUSTAIN,,64,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MEEBLIP,TRIODE,OSCILLATORS,SUB-OSCILLATOR,ON/OFF,65,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MEEBLIP,TRIODE,OSCILLATORS,PWM SWEEP,,66,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MEEBLIP,TRIODE,LFO,DESTINATION,OSC/FILTER,67,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MEEBLIP,TRIODE,OSCILLATORS,WAVE,PUSLE/SAW,68,,0,127,,,,,0-BASED,,0-63: OFF; 64-127: ON
MEEBLIP,TRIODE,LFO,RANDOMIZE,,69,,0,127,,,,,0-BASED,ONLY ACCESSIBLE VIA MIDI,0-63: OFF; 64-127: ON
MEEBLIP,TRIODE,LFO,NOTE RETRIGGER,,70,,0,127,,,,,0-BASED,ONLY ACCESSIBLE VIA MIDI,0-63: OFF; 64-127: ON
Ï»¿MANUFACTURER,DEVICE,SECTION,PARAMETER_NAME,PARAMETER_DESCRIPTION,CC_MSB,CC_LSB,CC_MIN_VALUE,CC_MAX_VALUE,NRPN_MSB,NRPN_LSB,NRPN_MIN_VALUE,NRPN_MAX_VALUE,ORIENTATION,NOTES,USAGE
MFB,SYNTH II,GENERAL,GLIDE,,5,,0,127,,,,,0-BASED,,
MFB,SYNTH II,GENERAL,MOD.VCO,,6,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,PULSE,,8,,0,127,,,,,0-BASED,,
MFB,SYNTH II,LFO,RATE1,,9,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,INTERVAL 1,,10,,0,127,,,,,0-BASED,,
MFB,SYNTH II,OSCILLATORS,INTERVAL 2,,11,,0,127,,,,,0-BASED,,
MFB,SYNTH II,LFO,RATE2,,12,,0,127,,,,,0-BASED,,
MFB,SYNTH II,MIX,LEVEL VCO1,,13,,0,127,,,,,0-BASED,,
MFB,SYNTH II,MIX,LEVEL VCO2,,14,,0,127,,,,,0-BASED,,
MFB,SYNTH II,MIX,LEVEL VCO3,,15,,0,127,,,,,0-BASED,,
MFB,SYNTH II,MIX,LEVEL NOISE,,16,,0,127,,,,,0-BASED,,
MFB,SYNTH II,MIX,AUDIO IN,,17,,0,127,,,,,0-BASED,,
MFB,SYNTH II,GENERAL,MOD.VCF,,18,,0,127,,,,,0-BASED,,
